data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,admin3_pcode,inter_type,has_fatalities,month,civ_involved
8049926,104,MMR17691,17691,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Shan-North,Muse,Muse,Muse,23.9933,97.9103,1,Eleven Media Group; Democratic Voice of Burma,National,"On 22 May 2021, in Muse town (Muse Township, Muse District, Shan State), three explosions occurred at around 1pm at a car park inside the 105 Mile Trade Zone. A vehicle loaded with sugar cane was destroyed. No casualties reported.",0,1622566819,MMR,MMR015009,sole political militia action,FALSE,May,yes
8049927,104,MMR17697,17697,2021-05-28T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Shan-North,Muse,Muse,Muse,23.9933,97.9103,1,Network Media Group; Myanmar Now; Myanmar Labour News; Democratic Voice of Burma,National,"On 28 May 2021, in Muse town (Muse Township, Muse District, Shan State), a bomb contained in a black plastic bag exploded near No. 3 Basic Education High School on Union Road in the morning. A young garbage collector (an employee of a garbage collection services company) who pulled out the black plastic bag while picking up trash was killed by the blast. Two other women were also seriously injured, including a motorcyclist sustaining severe burns after her motorcycle caught fire from the blast. Another woman working at a pharmacy sustained minor injuries. It was reported that there were also damages to nearby homes.",1,1622566819,MMR,MMR015009,political militia versus civilians,TRUE,May,yes
8049929,104,MMR17713,17713,2021-05-21T00:00:00Z,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Myanmar (2021-),NA,1,KIO/KIA: Kachin Independence Organization/Kachin Independence Army,NA,2,12,Southeast Asia,Myanmar,Kachin,Bhamo,Momauk,Myo Thit,24.4037,97.4079,1,Irrawaddy; Kachin News Group,Subnational-National,"On 21 May 2021, in Myo Thit village in Momauk Township (Bhamo District, Kachin State), the Myanmar military carried out an airstrike against the KIA. The airstrike burned down five houses in Myo Thit village at 8:00 pm. Two civilians were also injured.",0,1622566819,MMR,MMR001012,military versus rebels,FALSE,May,yes
8049934,104,MMR17748,17748,2021-05-28T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Chin,Matupi,Paletwa,Paletwa,21.3045,92.8555,2,Development Media Group; Radio Free Asia,National-Regional,"On 28 May 2021, in Paletwa Township (Mindat District, Chin State), two explosion occurred in the township, including in front of the General Administration office and in front of the military-owned Myanma Economic Bank branch. A civilian was injured.",0,1622566819,MMR,MMR004009,political militia versus civilians,FALSE,May,yes
8049935,104,MMR17753,17753,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Ayeyarwady,Pathein,Pathein,Pathein,16.7792,94.7321,1,Myanmar Pressphoto Agency; Democratic Voice of Burma,National,"On 22 May 2021, in Pathein town (Pathein township, Pathein district, Ayeyarwady region), a bomb exploded near the airport on the Pathein-Yangon highway at around 2pm. Another explosion took place in Pathein at around 12 noon at the corner of the General Administration Department office. Casualties unknown.",0,1622566819,MMR,MMR017001,sole political militia action,FALSE,May,yes
8049936,104,MMR17754,17754,2021-05-25T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Ayeyarwady,Pathein,Pathein,Pathein,16.7792,94.7321,1,Eleven Media Group; Democratic Voice of Burma,National,"On 25 May 2021, in Pathein township electrical power office in Pathein town (Pathein District, Ayeyarwady Region), a hand grenade exploded. One staff was injured.",0,1622566819,MMR,MMR017001,political militia versus civilians,FALSE,May,yes
8049943,104,MMR17828,17828,2021-05-27T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,13,Southeast Asia,Myanmar,Yangon,Yangon-East,Thaketa,Thaketa,16.793,96.203,2,Myanmar Now; Democratic Voice of Burma,National,"On 27 May 2021, in Thaketa township (Yangon-east District, Yangon Region), at least 5-8 bomb explosions occurred No. 1 Police Station on Myin Taw Thar Road and at the No. 2 Police Station at the corner of Ayeyarwun and Nawarat streets, a local market, the No. 37 primary school, on Myoma 9th street, and Marn Pyay 20th street. Some soldiers and police investigating the first explosion at No. 2 Police station were injured when a second bomb went off after they arrived at the scene of investigation.",0,1622566819,MMR,MMR013013,military versus political militia,FALSE,May,yes
8049945,104,MMR17834,17834,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Yangon,Yangon-East,Thingangyun,Thingangyun,16.831,96.1932,2,Eleven Media Group; Democratic Voice of Burma,National,"On 22 May 2021, in Thingangyun township (Yangon (east) district, Yangon region), a bomb exploded in front of the military-owned company MyTel at around 3pm. No casualties reported.",0,1622566819,MMR,MMR013009,sole political militia action,FALSE,May,no
8049976,104,MMR17508,17508,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Bago-East,Taungoo,Htantabin,Htantabin,18.7432,96.5381,1,Democratic Voice of Burma,National,"On 22 May 2021, in Htantabin town (Htantabin Township, Taungoo District, Bago Region), a bomb exploded at Mile Tower and some neighbourhoods at around 9pm, killing one civilian. One other person was injured. The Htantabin People's Defense Force issued a statement claiming that the military junta was responsible for the bombing, though this has not been independently confirmed.",1,1622566819,MMR,MMR007014,political militia versus civilians,TRUE,May,yes
8049978,104,MMR17763,17763,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Bago-East,Taungoo,Phyu,Phyu,18.4843,96.4357,2,Democratic Voice of Burma,National,"On 22 May 2021, in Phyu township (Taungoo district, Bago-East), explosions occurred near schools in the township. No casualties reported.",0,1622566819,MMR,MMR007012,sole political militia action,FALSE,May,yes
8049979,104,MMR17477,17477,2021-05-21T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Bago-East,Bago,Kyauktaga,Hpa Do,18.0373,96.5543,1,Democratic Voice of Burma,National,"On 21 May 2021, in Hpa Do village (Kyauktaga township, Bago District, Bago Region), two bombs exploded at night at the police station. A government clerk working as the security guard at the police station was injured in the leg and face.",0,1622566819,MMR,MMR007006,political militia versus civilians,FALSE,May,yes
8049982,104,MMR17756,17756,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Pauk Su,20.3287,94.8239,1,Democratic Voice of Burma,National,"On 23 May 2021, in Pauk Su village (Pwintbyu township, Minbu District, Magway Region), an explosion took place at the village primary school. Casualties unknown.",0,1622566819,MMR,MMR009008,sole political militia action,FALSE,May,yes
8049983,104,MMR17599,17599,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),NA,1,Civilians (Myanmar),NA,7,17,Southeast Asia,Myanmar,Kayah,Loikaw,Loikaw,Loikaw,19.6742,97.2099,1,Democratic Voice of Burma,National,"On 23 May 2021, in Loikaw town (Loikaw Township, Loikaw District, Kayah State), military fired heavy artillery against the civilians. Locals fled from the town. Casualties unknown.",0,1622566819,MMR,MMR002001,military versus civilians,FALSE,May,yes
8049984,104,MMR17546,17546,2021-05-25T00:00:00Z,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),NA,1,NA,NA,0,10,Southeast Asia,Myanmar,Sagaing,Yinmarbin,Kani,Kani,22.4329,94.8485,2,Democratic Voice of Burma,National,"On 25 May 2021, in Let Pan Su village track in Kani township (coded as Kani) (Yinmarbin district, Sagaing Region), the Myanmar military reportedly fired several artillery shells. Villagers fled to safe areas. Casualties unknown.",0,1622566819,MMR,MMR005017,sole military action,FALSE,May,no
8049986,104,MMR17807,17807,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Myanmar),NA,3,Military Forces of Myanmar (2021-),NA,1,13,Southeast Asia,Myanmar,Magway,Magway,Taungdwingyi,Taungdwingyi,20.0065,95.5453,1,Democratic Voice of Burma,National,"On 22 May 2021, in Taungdwingyi town (Taungdwingyi township, Magway District, Magway region), a grenade was hurled at soldiers standing guard in front of the military-owned Myanma Economic Bank at around 7:30pm. Casualties unknown.",0,1622566819,MMR,MMR009004,military versus political militia,FALSE,May,no
8049989,104,MMR17541,17541,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),NA,1,Civilians (Myanmar),NA,7,17,Southeast Asia,Myanmar,Sagaing,Yinmarbin,Kani,Kani,22.4329,94.8485,2,Democratic Voice of Burma,National,"On 22 May 2021, 12 miles from Kin Ywa in Kani township (Yinmarbin district, Sagaing region), the Myanmar military fired heavy artillery at civilians. Three people were injured from artillery fire, including one who was taken away by the military junta forces.",0,1622566819,MMR,MMR005017,military versus civilians,FALSE,May,yes
8049992,104,MMR17633,17633,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Ayeyarwady,Maubin,Maubin,Maubin,16.7261,95.6484,1,Democratic Voice of Burma,National,"On 23 May 2021, in Maubin town, Maubin township (Maubin District, Ayeyarwady Region), a bomb exploded in front of a high school and the municipal office at around 7.30pm. Casualties unknown.",0,1622566819,MMR,MMR017019,sole political militia action,FALSE,May,yes
8050001,104,MMR17431,17431,2021-05-26T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Ayeyarwady,Pyapon,Pyapon,Daw Nyein,15.9101,95.6083,1,Democratic Voice of Burma,National,"On 26 May 2021, in Daw Nyein village (Pyapon Township, Pyapon District, Ayeyarwady Region), a bomb explosion occurred. No injuries reported.",0,1622566819,MMR,MMR017023,sole political militia action,FALSE,May,yes
8050007,104,MMR17642,17642,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Sagaing,Shwebo,Wetlet,Min,22.3502,95.8452,1,Democratic Voice of Burma,National,"On 24 May 2021, in Min village, in Wetlet township (Shwebo District, Sagaing Region), three bombs exploded at a high school. Casualties unknown.",0,1622566819,MMR,MMR005006,sole political militia action,FALSE,May,yes
8050011,104,MMR17614,17614,2021-05-27T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Mandalay,Mandalay,Mahaaungmyay,Mahaaungmyay,21.9589,96.0912,2,Democratic Voice of Burma,National,"On 27 May 2021, in Mahaaungmyay Township (Mandalay district, Mandalay Region), an explosion occurred at the Maha Aung Myay gems trading centre. No casualties reported.",0,1622566819,MMR,MMR010003,sole political militia action,FALSE,May,yes
8050015,104,MMR17735,17735,2021-05-26T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Bago-East,Taungoo,Phyu,Nyaung Pin Thar,18.4061,96.468,2,Democratic Voice of Burma,National,"On 26 May 2021, between Nyaung Pin Thar and Kyut Kwin village (coded as Nyaung Pin Thar village) (Phyu township, Taungoo district, Bago-East), a landmine exploded along the railway line at night, derailing the train. No casualties reported.",0,1622566819,MMR,MMR007012,sole political militia action,FALSE,May,yes
8050017,104,MMR17403,17403,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Kachin,Bhamo,Bhamo,Bhamo,24.2525,97.2335,1,Democratic Voice of Burma,National,"On 24 May 2021, in Bhamo town (Bhamo Township, Bhamo District, Kachin State), two explosions occurred near Township Education Office and Electricity Department Office. No casualties reported.",0,1622566819,MMR,MMR001010,sole political militia action,FALSE,May,yes
8050020,104,MMR17847,17847,2021-05-25T00:00:00Z,2021,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Mon,Mawlamyine,Ye,Ye,15.2465,97.8551,2,Democratic Voice of Burma,National,"On 25 May 2021, in Aung Myittar ward in Ye town (Ye Township, Mawlamyine District, Mon State), a hand grenade exploded. No injuries reported.",0,1622566819,MMR,MMR011006,sole political militia action,FALSE,May,yes
8050024,104,MMR17660,17660,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Mandalay,Pyinoolwin,Mogoke,Mogoke,22.9176,96.5098,2,Democratic Voice of Burma,National,"On 24 May 2021, in the football field, in the eastern part of Mogoke town (Mogoke Township, Pyinoolwin District, Mandalay Region), a bomb explosion occurred. After the explosion, some gunfire sounds were heard. No injuries reported.",0,1622566819,MMR,MMR010011,sole political militia action,FALSE,May,yes
8050025,104,MMR17793,17793,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Shwe Hlay,20.3241,94.8153,1,Democratic Voice of Burma,National,"On 23 May 2021, in Shwe Hlay village (Pwintbyu township, Minbu District, Magway Region), an explosion took place at the local administrator's house. Casualties unknown.",0,1622566820,MMR,MMR009008,sole political militia action,FALSE,May,yes
8050027,104,MMR16850,16850,2021-05-14T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Kachin,Bhamo,Shwegu,Shwegu,24.2267,96.7908,1,Democratic Voice of Burma,National,"On 14 May 2021, in Shwegu town (Shwegu Township, Bhamo District, Kachin State), an explosive device went off at a gambling site. No injuries reported.",0,1622566820,MMR,MMR001011,sole political militia action,FALSE,May,yes
8050030,104,MMR17710,17710,2021-05-27T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Mandalay,Myingyan,Myingyan,Myingyan,21.46,95.3884,1,Democratic Voice of Burma,National,"On 27 May 2021, in Myingyan town, Myingyan township (Myingyan district, Mandalay Region), a bomb exploded in front of the Myanmar Citizens Bank. A man sustained injuries in his face from the blast.",0,1622566820,MMR,MMR010017,political militia versus civilians,FALSE,May,yes
8050031,104,MMR17850,17850,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Grenade,Military Forces of Myanmar (2021-),NA,1,Civilians (Myanmar),NA,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,2,Democratic Voice of Burma,National,"On 24 May 2021, in Zee Taw village (Yesagyo Township, Pakokku District, Magway Region), Myanmar military forces with around 40 military personals and 3 vehicles opened fires against the villagers, threw one bomb, and destroyed the villagers' properties. Villagers fled away. No injuries reported.",0,1622566820,MMR,MMR009019,military versus civilians,FALSE,May,yes
8050032,104,MMR17851,17851,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),Teachers (Myanmar),7,37,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,1,Democratic Voice of Burma,National,"On 24 May 2021, in Yesagyo town (Yesagyo Township, Pakokku District, Magway Region), a bomb exploded at the house of interim headmistress who did not take part in Civil Disobedience Movement. May 24 is the day that accepts student registration. No injuries reported.",0,1622566820,MMR,MMR009019,political militia versus civilians,FALSE,May,yes
8050038,104,MMR17772,17772,2021-05-22T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Mandalay,Mandalay,Pyigyitagon,Pyigyitagon,21.902,96.1042,2,Democratic Voice of Burma,National,"On 22 May 2021, in Pyigyitagon township (Mandalay district, Mandalay Region), a bomb exploded around 62nd street. Casualties unknown. Following the explosion, security forces carried out a series of shootings in the area.",0,1622566820,MMR,MMR010005,sole political militia action,FALSE,May,yes
8050045,104,MMR17798,17798,2021-05-26T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Yangon,Yangon-North,Shwepyithar,Shwepyithar,16.955,96.0833,2,Democratic Voice of Burma,National,"On 26 May 2021, in No. 34 Primary school, Shwepyithar Township (Yangon-North District, Yangon Region), an explosion occurred. No injuries reported.",0,1622566820,MMR,MMR013007,sole political militia action,FALSE,May,yes
8050047,104,MMR17840,17840,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Kayin,Hpapun,Hpapun,War Tho Kho,17.4639,97.5778,2,Democratic Voice of Burma,National,"On 24 May 2021, in War Tho Kho village (Hpapun Township, Hpapun District, Kayin State), a 60-year old villager stepped onto a mine. They lost one limb.",0,1622566820,MMR,MMR003003,political militia versus civilians,FALSE,May,yes
8050048,104,MMR17859,17859,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Ywar Htaung,20.3278,94.8089,1,Democratic Voice of Burma,National,"On 23 May 2021, in Ywar Htaung village (Pwintbyu township, Minbu District, Magway Region), an explosion took place at the village primary school. Casualties unknown.",0,1622566820,MMR,MMR009008,sole political militia action,FALSE,May,yes
8050055,104,MMR17725,17725,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Magway,Natmauk,Natmauk,20.3533,95.3996,2,Democratic Voice of Burma,National,"On 24 May 2021, at Tama Pin Secondary School in Natmauk township (Magway District, Magway Region), a bomb explosion occurred. The school roof was damaged. No injuries reported.",0,1622566820,MMR,MMR009006,sole political militia action,FALSE,May,yes
8050061,104,MMR17841,17841,2021-05-25T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Kayin,Hpapun,Hpapun,War Tho Kho,17.4639,97.5778,2,Democratic Voice of Burma,National,"On 25 May 2021, in War Tho Kho village (Hpapun Township, Hpapun District, Kayin State), a miner stepped onto a landmine. They lost an arm and a leg.",0,1622566820,MMR,MMR003003,political militia versus civilians,FALSE,May,yes
8050065,104,MMR17679,17679,2021-05-21T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Sagaing,Monywa,Monywa,Monywa,22.1086,95.1358,1,Democratic Voice of Burma,National,"On 21 May 2021, in Monywa town, Monywa township (Monywa District, Sagaing Region), a bomb exploded near a Buddhist monastery. Two people were killed, and two others were injured.",2,1622566820,MMR,MMR005012,political militia versus civilians,TRUE,May,yes
8050074,104,MMR17611,17611,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Magway,Magway,Magway,20.1496,94.9325,2,Democratic Voice of Burma,National,"On 24 May 2021, in the compound of No.2 Basic Education High School in Magway where Myanmar military forces were positioned (Magway District, Magway Region), a bomb exploded. Casualties unknown.",0,1622566820,MMR,MMR009001,sole political militia action,FALSE,May,no
8050082,104,MMR17506,17506,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Hta Naung Kone,20.3203,94.8157,1,Democratic Voice of Burma,National,"On 23 May 2021, in Hta Naung Kone village (Pwintbyu township, Minbu District, Magway Region), an explosion took place at the village high school. Casualties unknown.",0,1622566820,MMR,MMR009008,sole political militia action,FALSE,May,yes
8050088,104,MMR17802,17802,2021-05-25T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,Civilians (Myanmar),NA,7,37,Southeast Asia,Myanmar,Yangon,Yangon-East,South Okkalapa,South Okkalapa,16.8462,96.1799,2,Democratic Voice of Burma,National,"On 25 May 2021, in South Okkalapa township (Yangon-East district, Yangon Region), a bomb exploded in front of the KIA car showroom. 3 civilians were injured.",0,1622566820,MMR,MMR013011,political militia versus civilians,FALSE,May,yes
8050092,104,MMR17791,17791,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Se Taw,20.3096,94.4886,1,Democratic Voice of Burma,National,"On 23 May 2021, in Se Taw village (Pwintbyu township, Minbu District, Magway Region), an explosion took place at a local cafe shop owned by military veteran. Casualties unknown.",0,1622566820,MMR,MMR009008,sole political militia action,FALSE,May,no
8050095,104,MMR17381,17381,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Ah Shey Inn Kone,20.3332,94.525,2,Democratic Voice of Burma,National,"On 23 May 2021, in Inn Kone village (coded as Ah Shey Inn Kone) (Pwintbyu township, Minbu District, Magway Region), an explosion took place at the village primary school. Casualties unknown.",0,1622566820,MMR,MMR009008,sole political militia action,FALSE,May,yes
8050096,104,MMR17809,17809,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Magway,Magway,Taungdwingyi,Taungdwingyi,20.0065,95.5453,1,Democratic Voice of Burma,National,"On 24 May 2021, in the police residential complex in Taungdwingyi town (Taungdwingyi District, Magway Region), a bomb exploded. After the explosion, military forces opened fire. No injuries reported.",0,1622566820,MMR,MMR009004,sole political militia action,FALSE,May,yes
8050116,104,MMR17513,17513,2021-05-21T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Yangon,Yangon-North,Insein,Insein,16.9018,96.096,2,Eleven Media Group,National,"On 21 May 2021, in Insein Township (Yangon-North District, Yangon Region), a bomb exploded at the Denko petrol shop. No casualties reported.",0,1622566820,MMR,MMR013001,sole political militia action,FALSE,May,yes
8050117,104,MMR17383,17383,2021-05-24T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Yangon,Yangon-West,Ahlone,Ahlone,16.789,96.1265,2,Eleven Media Group,National,"On 24 May 2021, at No.4 Basic Education High School in Ahlone township (Yangon-West District, Yangon Region), three explosions occurred. No injuries reported. Three civilians nearby were arrested by Myanmar military forces.",0,1622566820,MMR,MMR013037,sole political militia action,FALSE,May,yes
8050119,104,MMR17705,17705,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Kayin,Myawaddy,Myawaddy,Myawaddy,16.6891,98.5089,2,Eleven Media Group,National,"On 23 May 2021, near Myawaddy District court in ward number 5 in Myawaddy town (Myawaddy District, Kayin State), two explosions occurred. No injuries reported.",0,1622566820,MMR,MMR003005,sole political militia action,FALSE,May,yes
8050122,104,MMR17627,17627,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Kachin,Bhamo,Mansi,Mansi,24.1161,97.2966,2,Eleven Media Group,National,"On 23 May 2021, at Mansi township education administration office in Mansi township (Bhamo District, Kachin State), an explosion took place. No injuries reported.",0,1622566820,MMR,MMR001013,sole political militia action,FALSE,May,yes
8050125,104,MMR17686,17686,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Mon,Mawlamyine,Mudon,Mudon,16.2562,97.7246,1,Eleven Media Group,National,"On 23 May 2021, near a military base in Mudon town (Mawlamyine District, Mon State), two explosions occurred. No injuries reported. Before the explosions, locals also heard gunfire near No. 1 High School in Mudon town.",0,1622566820,MMR,MMR011005,sole political militia action,FALSE,May,no
8050127,104,MMR17711,17711,2021-05-23T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Kachin,Myitkyina,Myitkyina,Myitkyina,25.3832,97.3963,2,Eleven Media Group,National,"On 23 May 2021, in front of No.3 High School in Aung Nan ward in Myikyina township (Myitkyina District, Kachin State), an explosion took place. No injuries reported.",0,1622566820,MMR,MMR001001,sole political militia action,FALSE,May,yes
8050139,104,MMR17780,17780,2021-04-21T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Nay Pyi Taw,Det Khi Na,Pyinmana,Pyinmana,19.7381,96.2074,1,Irrawaddy,National,"On 21 April 2021, in Pyinmana town Pyinmana Township (Det Khi Na District, Nay Pyi Taw), an explosion occurred near Township Post Office and a hospital. No casualties reported.",0,1622566820,MMR,MMR018006,sole political militia action,FALSE,Apr,yes
8050141,104,MMR17779,17779,2021-04-20T00:00:00Z,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),NA,3,NA,NA,0,30,Southeast Asia,Myanmar,Nay Pyi Taw,Det Khi Na,Pyinmana,Pyinmana,19.7381,96.2074,1,Irrawaddy,National,"On 20 April 2021, in Pyinmana town Pyinmana Township (Det Khi Na District, Nay Pyi Taw), an explosion occurred near Myawaddy Bank. No casualties reported.",0,1622566820,MMR,MMR018006,sole political militia action,FALSE,Apr,yes
